,0,1,2
1 2 1 1 0 1 2,3.5182995723175903e-13,0.20531226895904356,0.7946877310406046
1 2 1 1 0 2 2,5.198566513634995e-12,0.9999999999948014,0.0
1 2 1 2 1 0,0.0,1.6646132270199573e-06,0.999998335386773
1 2 1 2 1 0 1 2,1.798890068545829e-06,2.6678333241571525e-05,0.9999715227766899
1 2 1 2 1 0 2 2,4.491691780013886e-12,0.9999999999955084,0.0
1 2 1 2 2 1 0,0.0,6.573929610692736e-09,0.9999999934260704
1 2 1 2 2 1 0 1 2,0.0008834334574944055,0.0008834334574944055,0.9982331330850112
1 2 1 2 2 1 0 2 2,8.711444105217122e-12,0.9999999999912885,0.0
1 2 2 1 0,0.0,4.252909760369526e-09,0.9999999957470903
1 2 2 1 0 1 2,0.0009629449246417083,0.0009629449246417083,0.9980741101507166
1 2 2 1 0 2 2,6.142976829186055e-12,0.999999999993857,0.0
1 2 2 2 1 0,0.0,1.859846526335635e-09,0.9999999981401534
1 2 2 2 1 0 1 2,0.0011009827455710883,0.0011009827455710883,0.9977980345088577
1 2 2 2 1 0 2 2,3.0714884080712853e-12,0.9999999999969285,0.0
2 0,0.0,0.25813857918413985,0.7418614208158602
2 0 1 1 1,0.0,0.9999999998620137,1.3798629722615388e-10
2 0 1 1 1 1 2,0.9999999999830005,1.1598234824593508e-12,1.5839877365604432e-11
2 0 1 1 1 2 2,0.9875224871238499,0.012477512876150048,0.0
2 0 1 1 3,0.0,0.47623713834334624,0.5237628616566538
2 0 1 1 3 1 2,2.4101799457318023e-12,0.20001247855984108,0.7999875214377489
2 0 1 1 3 2 2,3.287223906876349e-12,0.9999999999967127,0.0
2 0 1 1 4,0.0,0.41524774161275524,0.5847522583872448
2 0 1 1 4 1 2,2.6398404153514146e-09,0.6516268695481509,0.34837312781200863
2 0 1 1 4 2 2,0.09325008258265026,0.9067499174173497,0.0
2 0 1 1 5,0.0,0.41524774161275524,0.5847522583872448
2 0 1 1 5 1 2,2.6398404153514146e-09,0.6516268695481509,0.34837312781200863
2 0 1 1 5 2 2,0.09325008258265026,0.9067499174173497,0.0
2 0 1 2,2.540526418677961e-09,0.8462803261913322,0.15371967126814146
2 0 1 2 1 1,0.0,0.9698040594340744,0.03019594056592561
2 0 1 2 1 1 1 2,0.9999998703867137,9.083446085419336e-13,1.2961237801865204e-07
2 0 1 2 1 1 2 2,0.9999999999775415,2.2458457579302756e-11,0.0
2 0 1 2 1 3,0.0,0.009229641474413833,0.9907703585255861
2 0 1 2 1 3 1 2,4.8983791490122794e-11,4.548970689765965e-10,0.9999999994961193
2 0 1 2 1 3 2 2,6.844716784584771e-13,0.9999999999993155,0.0
2 0 1 2 1 4,0.0,0.9889985806012112,0.011001419398788851
2 0 1 2 1 4 1 2,0.44456441686524734,0.5554355830992794,3.5473233933402016e-11
2 0 1 2 1 4 2 2,0.9999999966072441,3.3927558921547425e-09,0.0
2 0 1 2 1 5,0.0,0.9889985806012112,0.011001419398788851
2 0 1 2 1 5 1 2,0.44456441686524734,0.5554355830992794,3.5473233933402016e-11
2 0 1 2 1 5 2 2,0.9999999966072441,3.3927558921547425e-09,0.0
2 0 1 2 2 1 1,0.0,0.9948519911303322,0.0051480088696677865
2 0 1 2 2 1 1 1 2,0.9999999997507734,1.0720583429128707e-11,2.385060333828568e-10
2 0 1 2 2 1 1 2 2,0.999999999274773,7.252270581937502e-10,0.0
2 0 1 2 2 1 3,0.0,0.9999999948447142,5.155285727807897e-09
2 0 1 2 2 1 3 1 2,2.4889835649009133e-12,2.4889835649009133e-12,0.9999999999950221
2 0 1 2 2 1 3 2 2,0.0007242033759575469,0.9992757966240425,0.0
2 0 1 2 2 1 4,0.0,5.467115824211441e-09,0.9999999945328841
2 0 1 2 2 1 4 1 2,0.23106686148406366,0.7143771121988776,0.0545560263170588
2 0 1 2 2 1 4 2 2,0.9999999310690081,6.893099194179316e-08,0.0
2 0 1 2 2 1 5,0.0,5.467115824211441e-09,0.9999999945328841
2 0 1 2 2 1 5 1 2,0.23106686148406366,0.7143771121988776,0.0545560263170588
2 0 1 2 2 1 5 2 2,0.9999999310690081,6.893099194179316e-08,0.0
2 0 2 1 1,0.0,0.9926756803205058,0.007324319679494225
2 0 2 1 1 1 2,0.9999999999812573,4.0234209655350925e-13,1.834019983186577e-11
2 0 2 1 1 2 2,0.999999999918205,8.179501275784295e-11,0.0
2 0 2 1 3,0.0,0.5123757806327573,0.4876242193672427
2 0 2 1 3 1 2,7.794966692700274e-13,7.794966692700274e-13,0.9999999999984409
2 0 2 1 3 2 2,1.228595294967505e-12,0.9999999999987714,0.0
2 0 2 1 4,0.0,0.5619580655165352,0.4380419344834649
2 0 2 1 4 1 2,0.4702495432016465,0.5289281932951146,0.0008222635032388261
2 0 2 1 4 2 2,0.7966428878608339,0.2033571121391661,0.0
2 0 2 1 5,0.0,0.5619580655165352,0.4380419344834649
2 0 2 1 5 1 2,0.4702495432016465,0.5289281932951146,0.0008222635032388261
2 0 2 1 5 2 2,0.7966428878608339,0.2033571121391661,0.0
2 0 2 2,2.5701485072390162e-11,0.9999999999742986,0.0
2 0 2 2 1 1,0.0,0.9999999999821086,1.789136841550585e-11
2 0 2 2 1 1 1 2,0.9999999999697424,8.699244756341129e-13,2.9387580870109264e-11
2 0 2 2 1 1 2 2,0.9832574902117888,0.016742509788211245,0.0
2 0 2 2 1 3,0.0,1.9349538662545563e-09,0.9999999980650461
2 0 2 2 1 3 1 2,0.00010320535837922414,0.00010320535837922414,0.9997935892832416
2 0 2 2 1 3 2 2,2.995464114007087e-13,0.9999999999997005,0.0
2 0 2 2 1 4,0.0,0.872426131577467,0.1275738684225331
2 0 2 2 1 4 1 2,0.7072740499440766,0.2927259500355431,2.0380242063338847e-11
2 0 2 2 1 4 2 2,0.9999999998530636,1.46936396891431e-10,0.0
2 0 2 2 1 5,0.0,0.872426131577467,0.1275738684225331
2 0 2 2 1 5 1 2,0.7072740499440766,0.2927259500355431,2.0380242063338847e-11
2 0 2 2 1 5 2 2,0.9999999998530636,1.46936396891431e-10,0.0
2 1 1 1 0,0.0,0.9999999998620137,1.3798629722615388e-10
2 1 1 1 0 1 2,0.9999999999830005,1.1598234824593508e-12,1.5839877365604432e-11
2 1 1 1 0 2 2,0.9875224871238499,0.012477512876150048,0.0
2 1 1 2 1 0,0.0,0.9698040594340744,0.03019594056592561
2 1 1 2 1 0 1 2,0.9999998703867137,9.083446085419336e-13,1.2961237801865204e-07
2 1 1 2 1 0 2 2,0.9999999999775415,2.2458457579302756e-11,0.0
2 1 1 2 2 1 0,0.0,0.9948519911303322,0.0051480088696677865
2 1 1 2 2 1 0 1 2,0.9999999997507734,1.0720583429128707e-11,2.385060333828568e-10
2 1 1 2 2 1 0 2 2,0.999999999274773,7.252270581937502e-10,0.0
2 1 2 1 0,0.0,0.9926756803205058,0.007324319679494225
2 1 2 1 0 1 2,0.9999999999812573,4.0234209655350925e-13,1.834019983186577e-11
2 1 2 1 0 2 2,0.999999999918205,8.179501275784295e-11,0.0
2 1 2 2 1 0,0.0,0.9999999999821086,1.789136841550585e-11
2 1 2 2 1 0 1 2,0.9999999999697424,8.699244756341129e-13,2.9387580870109264e-11
2 1 2 2 1 0 2 2,0.9832574902117888,0.016742509788211245,0.0
3 0,0.0,0.25813857918413985,0.7418614208158602
3 0 1 1 1,0.0,0.9999999998620137,1.3798629722615388e-10
3 0 1 1 1 1 2,0.9999999999830005,1.1598234824593508e-12,1.5839877365604432e-11
3 0 1 1 1 2 2,0.9875224871238499,0.012477512876150048,0.0
3 0 1 1 2,0.0,0.47623713834334624,0.5237628616566538
3 0 1 1 2 1 2,2.4101799457318023e-12,0.20001247855984108,0.7999875214377489
3 0 1 1 2 2 2,3.287223906876349e-12,0.9999999999967127,0.0
3 0 1 1 4,0.0,0.41524774161275524,0.5847522583872448
3 0 1 1 4 1 2,2.6398404153514146e-09,0.6516268695481509,0.34837312781200863
3 0 1 1 4 2 2,0.09325008258265026,0.9067499174173497,0.0
3 0 1 1 5,0.0,0.41524774161275524,0.5847522583872448
3 0 1 1 5 1 2,2.6398404153514146e-09,0.6516268695481509,0.34837312781200863
3 0 1 1 5 2 2,0.09325008258265026,0.9067499174173497,0.0
3 0 1 2,2.540526418677961e-09,0.8462803261913322,0.15371967126814146
3 0 1 2 1 1,0.0,0.9698040594340744,0.03019594056592561
3 0 1 2 1 1 1 2,0.9999998703867137,9.083446085419336e-13,1.2961237801865204e-07
3 0 1 2 1 1 2 2,0.9999999999775415,2.2458457579302756e-11,0.0
3 0 1 2 1 2,0.0,0.009229641474413833,0.9907703585255861
3 0 1 2 1 2 1 2,4.8983791490122794e-11,4.548970689765965e-10,0.9999999994961193
3 0 1 2 1 2 2 2,6.844716784584771e-13,0.9999999999993155,0.0
3 0 1 2 1 4,0.0,0.9889985806012112,0.011001419398788851
3 0 1 2 1 4 1 2,0.44456441686524734,0.5554355830992794,3.5473233933402016e-11
3 0 1 2 1 4 2 2,0.9999999966072441,3.3927558921547425e-09,0.0
3 0 1 2 1 5,0.0,0.9889985806012112,0.011001419398788851
3 0 1 2 1 5 1 2,0.44456441686524734,0.5554355830992794,3.5473233933402016e-11
3 0 1 2 1 5 2 2,0.9999999966072441,3.3927558921547425e-09,0.0
3 0 1 2 2 1 1,0.0,0.9948519911303322,0.0051480088696677865
3 0 1 2 2 1 1 1 2,0.9999999997507734,1.0720583429128707e-11,2.385060333828568e-10
3 0 1 2 2 1 1 2 2,0.999999999274773,7.252270581937502e-10,0.0
3 0 1 2 2 1 2,0.0,0.9999999948447142,5.155285727807897e-09
3 0 1 2 2 1 2 1 2,2.4889835649009133e-12,2.4889835649009133e-12,0.9999999999950221
3 0 1 2 2 1 2 2 2,0.0007242033759575469,0.9992757966240425,0.0
3 0 1 2 2 1 4,0.0,5.467115824211441e-09,0.9999999945328841
3 0 1 2 2 1 4 1 2,0.23106686148406366,0.7143771121988776,0.0545560263170588
3 0 1 2 2 1 4 2 2,0.9999999310690081,6.893099194179316e-08,0.0
3 0 1 2 2 1 5,0.0,5.467115824211441e-09,0.9999999945328841
3 0 1 2 2 1 5 1 2,0.23106686148406366,0.7143771121988776,0.0545560263170588
3 0 1 2 2 1 5 2 2,0.9999999310690081,6.893099194179316e-08,0.0
3 0 2 1 1,0.0,0.9926756803205058,0.007324319679494225
3 0 2 1 1 1 2,0.9999999999812573,4.0234209655350925e-13,1.834019983186577e-11
3 0 2 1 1 2 2,0.999999999918205,8.179501275784295e-11,0.0
3 0 2 1 2,0.0,0.5123757806327573,0.4876242193672427
3 0 2 1 2 1 2,7.794966692700274e-13,7.794966692700274e-13,0.9999999999984409
3 0 2 1 2 2 2,1.228595294967505e-12,0.9999999999987714,0.0
3 0 2 1 4,0.0,0.5619580655165352,0.4380419344834649
3 0 2 1 4 1 2,0.4702495432016465,0.5289281932951146,0.0008222635032388261
3 0 2 1 4 2 2,0.7966428878608339,0.2033571121391661,0.0
3 0 2 1 5,0.0,0.5619580655165352,0.4380419344834649
3 0 2 1 5 1 2,0.4702495432016465,0.5289281932951146,0.0008222635032388261
3 0 2 1 5 2 2,0.7966428878608339,0.2033571121391661,0.0
3 0 2 2,2.5701485072390162e-11,0.9999999999742986,0.0
3 0 2 2 1 1,0.0,0.9999999999821086,1.789136841550585e-11
3 0 2 2 1 1 1 2,0.9999999999697424,8.699244756341129e-13,2.9387580870109264e-11
3 0 2 2 1 1 2 2,0.9832574902117888,0.016742509788211245,0.0
3 0 2 2 1 2,0.0,1.9349538662545563e-09,0.9999999980650461
3 0 2 2 1 2 1 2,0.00010320535837922414,0.00010320535837922414,0.9997935892832416
3 0 2 2 1 2 2 2,2.995464114007087e-13,0.9999999999997005,0.0
3 0 2 2 1 4,0.0,0.872426131577467,0.1275738684225331
3 0 2 2 1 4 1 2,0.7072740499440766,0.2927259500355431,2.0380242063338847e-11
3 0 2 2 1 4 2 2,0.9999999998530636,1.46936396891431e-10,0.0
3 0 2 2 1 5,0.0,0.872426131577467,0.1275738684225331
3 0 2 2 1 5 1 2,0.7072740499440766,0.2927259500355431,2.0380242063338847e-11
3 0 2 2 1 5 2 2,0.9999999998530636,1.46936396891431e-10,0.0
3 1 1 1 0,0.0,0.9999999998620137,1.3798629722615388e-10
3 1 1 1 0 1 2,0.9999999999830005,1.1598234824593508e-12,1.5839877365604432e-11
3 1 1 1 0 2 2,0.9875224871238499,0.012477512876150048,0.0
3 1 1 2 1 0,0.0,0.9698040594340744,0.03019594056592561
3 1 1 2 1 0 1 2,0.9999998703867137,9.083446085419336e-13,1.2961237801865204e-07
3 1 1 2 1 0 2 2,0.9999999999775415,2.2458457579302756e-11,0.0
3 1 1 2 2 1 0,0.0,0.9948519911303322,0.0051480088696677865
3 1 1 2 2 1 0 1 2,0.9999999997507734,1.0720583429128707e-11,2.385060333828568e-10
3 1 1 2 2 1 0 2 2,0.999999999274773,7.252270581937502e-10,0.0
3 1 2 1 0,0.0,0.9926756803205058,0.007324319679494225
3 1 2 1 0 1 2,0.9999999999812573,4.0234209655350925e-13,1.834019983186577e-11
3 1 2 1 0 2 2,0.999999999918205,8.179501275784295e-11,0.0
3 1 2 2 1 0,0.0,0.9999999999821086,1.789136841550585e-11
3 1 2 2 1 0 1 2,0.9999999999697424,8.699244756341129e-13,2.9387580870109264e-11
3 1 2 2 1 0 2 2,0.9832574902117888,0.016742509788211245,0.0
4 0,0.0,0.24809197247404155,0.7519080275259584
4 0 1 1 1,0.0,0.9999999999943189,5.681194856130518e-12
4 0 1 1 1 1 2,0.9999999999688997,1.2249748282722422e-12,2.9875360041232674e-11
4 0 1 1 1 2 2,0.5372100694061714,0.46278993059382856,0.0
4 0 1 1 2,0.0,0.9999999999932383,6.761662982806113e-12
4 0 1 1 2 1 2,0.5807985868945977,0.41920141305801967,4.7382515222766085e-11
4 0 1 1 2 2 2,0.5962493110299413,0.4037506889700587,0.0
4 0 1 1 3,0.0,0.9999999999932383,6.761662982806113e-12
4 0 1 1 3 1 2,0.5807985868945977,0.41920141305801967,4.7382515222766085e-11
4 0 1 1 3 2 2,0.5962493110299413,0.4037506889700587,0.0
4 0 1 1 5,0.0,2.8631722168981835e-10,0.9999999997136828
4 0 1 1 5 1 2,0.004171242709339779,0.004171242709339779,0.9916575145813203
4 0 1 1 5 2 2,1.791447935811037e-12,0.9999999999982085,0.0
4 0 1 2,2.3885972470640013e-12,0.3202354262378242,0.6797645737597873
4 0 1 2 1 1,0.0,0.9999999998187875,1.8121252057316246e-10
4 0 1 2 1 1 1 2,8.86627630280302e-12,0.9999999999076444,8.34891101612686e-11
4 0 1 2 1 1 2 2,0.2297203094095313,0.7702796905904686,0.0
4 0 1 2 1 2,0.0,0.11643685234355863,0.8835631476564414
4 0 1 2 1 2 1 2,0.45206850470909193,0.547931494832699,4.582090985834407e-10
4 0 1 2 1 2 2 2,0.9999999999162476,8.37524971582482e-11,0.0
4 0 1 2 1 3,0.0,0.11643685234355863,0.8835631476564414
4 0 1 2 1 3 1 2,0.45206850470909193,0.547931494832699,4.582090985834407e-10
4 0 1 2 1 3 2 2,0.9999999999162476,8.37524971582482e-11,0.0
4 0 1 2 1 5,0.0,0.9067273291316257,0.09327267086837436
4 0 1 2 1 5 1 2,1.3710257038516177e-12,1.77923913859495e-12,0.9999999999968496
4 0 1 2 1 5 2 2,1.99921337576765e-11,0.9999999999800079,0.0
4 0 1 2 2 1 1,0.0,0.9261109933821603,0.07388900661783966
4 0 1 2 2 1 1 1 2,6.323683278055307e-13,0.9999999998825281,1.1683951246488464e-10
4 0 1 2 2 1 1 2 2,0.6065573601899217,0.3934426398100783,0.0
4 0 1 2 2 1 2,0.0,0.9999999991281388,8.718612654222462e-10
4 0 1 2 2 1 2 1 2,0.31147594771562886,0.6832463188967144,0.00527773338765679
4 0 1 2 2 1 2 2 2,0.49252294141738623,0.5074770585826138,0.0
4 0 1 2 2 1 3,0.0,0.9999999991281388,8.718612654222462e-10
4 0 1 2 2 1 3 1 2,0.31147594771562886,0.6832463188967144,0.00527773338765679
4 0 1 2 2 1 3 2 2,0.49252294141738623,0.5074770585826138,0.0
4 0 1 2 2 1 5,0.0,6.156943058889852e-10,0.9999999993843057
4 0 1 2 2 1 5 1 2,0.0009511916135099357,0.0009511916135099357,0.99809761677298
4 0 1 2 2 1 5 2 2,8.784648909120014e-13,0.9999999999991216,0.0
4 0 2 1 1,0.0,0.9198806739412024,0.08011932605879764
4 0 2 1 1 1 2,6.764182213574592e-10,0.9999999992448738,7.870791458040021e-11
4 0 2 1 1 2 2,0.6862745025208901,0.31372549747910994,0.0
